step_uid,case_external_id,step_number,step_action_raw,step_expected_raw,mapped_keyword_id,mapping_confidence,mapping_notes,mapping_status
CCU-231131-1,CCU-231131,1,查看 APP,進入隱私權政策顯示內文,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231132-1,CCU-231132,1,查看 APP 左上角,有返回鍵,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231133-1,CCU-231133,1,查看 APP 下方是否有 AGREE 按鈕,有 AGREE 按鈕並且可以按,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231134-1,CCU-231134,1,查看 APP,出現 press bluetooth button to start connecting your,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231135-1,CCU-231135,1,點擊面板藍牙按鈕,APP 顯示 ID,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231136-1,CCU-231136,1,查看 APP,有顯示可連線的 ID,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231137-1,CCU-231137,1,點擊 APP 上的 ID,有 ID 可以點擊,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231138-1,CCU-231138,1,查看 APP,出現倒數30秒,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231139-1,CCU-231139,1,注意聽面板提示聲音,面板提示需要按面板藍牙按鈕兩次,,,,unmapped
CCU-231140-1,CCU-231140,1,點擊面板藍牙按鈕兩次,藍牙按鈕可以點擊,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231141-1,CCU-231141,1,輸入 Email,可以正常輸入 Email,KW-ALIAS-INPUT,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231142-1,CCU-231142,1,點擊新增 Google 如引導完成,可以正常連上 Google 並且引導成功登入,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231143-1,CCU-231143,1,Google帳號登入後,顯示登入成功,,,,unmapped
CCU-231144-1,CCU-231144,1,查看 APP,進入到控制頁面,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230771-1,CCU-230771,1,1.手機APP正常開啟,APP開啟正常,,,,unmapped
CCU-230771-2,CCU-230771,2,,,,,,unmapped
CCU-230772-1,CCU-230772,1,1.點選合約,顯示合約頁,,,,unmapped
CCU-230773-1,CCU-230773,1,1.點不同意,無法進入下一步,,,,unmapped
CCU-230774-1,CCU-230774,1,1.點同意,進入下一步,,,,unmapped
CCU-230775-1,CCU-230775,1,1.面板電源開啟,面板ＭＩＣ亮燈,,,,unmapped
CCU-230776-1,CCU-230776,1,1.點擊面板藍牙按鈕,面板語音輸出ＩＤ給使用者,,,,unmapped
CCU-230777-1,CCU-230777,1,1.查看ＡＰＰ,APP 上面出現廣播的 ID,,,,unmapped
CCU-230778-1,CCU-230778,1,1.點擊 APP 上面的 ID,面板語音提示需要按下面板的藍牙按鈕兩下,,,,unmapped
CCU-230779-1,CCU-230779,1,1.寧聽面板語音,面板語音說： 目前有一部智慧型手機正在請求透過藍牙與控制面板配對,,,,unmapped
CCU-230780-1,CCU-230780,1,1.檢查面板,藍牙指示燈必須閃爍得更快,,,,unmapped
CCU-230781-1,CCU-230781,1,1.查看手機,APP 出現倒數30秒,,,,unmapped
CCU-230782-1,CCU-230782,1,1.點擊面版藍牙按鈕兩下,APP 出現主頁,,,,unmapped
CCU-230783-1,CCU-230783,1,1.點選APP頁面的Done,APP進入主頁,,,,unmapped
CCU-230784-1,CCU-230784,1,1.查看手機,APP 出現控制頁面,,,,unmapped
CCU-230785-1,CCU-230785,1,1.手機APP正長開啟,畫面成功顯示著畫面或合約頁,,,,unmapped
CCU-230786-1,CCU-230786,1,1.面板電源開啟,面板ＭＩＣ亮燈,,,,unmapped
CCU-230787-1,CCU-230787,1,1.點選面板藍牙按鈕,面板發出回應提示,,,,unmapped
CCU-230788-1,CCU-230788,1,1.點選面板藍牙按鈕兩次,APP進入主頁,,,,unmapped
CCU-230789-1,CCU-230789,1,1.點擊 Disconnect 2.點擊 Cancel,返回 APP,,,,unmapped
CCU-230790-1,CCU-230790,1,1.點擊 Disconnect 2.點擊 Disconnect,APP 與面板斷線,,,,unmapped
CCU-230791-1,CCU-230791,1,1.APP 滑掉,APP 關閉,,,,unmapped
CCU-230792-1,CCU-230792,1,1.APP 開啟,自動連回,,,,unmapped
CCU-230793-1,CCU-230793,1,查看 APP,APP 出現控制頁面,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230794-1,CCU-230794,1,1.查看 APP,手機 APP 在控制頁面,,,,unmapped
CCU-230795-1,CCU-230795,1,1.手機 APP 遠離面板,APP 斷線,,,,unmapped
CCU-230796-1,CCU-230796,1,1.APP 回來面板附近,APP 自動連回面板,,,,unmapped
CCU-230797-1,CCU-230797,1,1.查看 APP,APP 出現控制頁面,,,,unmapped
CCU-230798-1,CCU-230798,1,1.查看手機 APP 背景,背景確認有執行 APP,,,,unmapped
CCU-230799-1,CCU-230799,1,1.手機 APP 遠離面板,APP 斷線,,,,unmapped
CCU-230800-1,CCU-230800,1,1.APP 回來面板附近（將背景 APP 變回使用中）,APP 自動連回面板,,,,unmapped
CCU-230801-1,CCU-230801,1,1.查看 APP,APP 出現控制頁面,,,,unmapped
CCU-230802-1,CCU-230802,1,1.APP 滑掉,APP 關閉,,,,unmapped
CCU-230803-1,CCU-230803,1,1.APP 開啟,自動連回,,,,unmapped
CCU-230804-1,CCU-230804,1,1.查看 APP,原面板為開機無法連回,,,,unmapped
CCU-230805-1,CCU-230805,1,APP 顯示其他有在廣播的面板,APP 出現其他可點選的 ID,,,,unmapped
CCU-230806-1,CCU-230806,1,1.查看ＡＰＰ,APP 上面出現廣播的 ID,,,,unmapped
CCU-230807-1,CCU-230807,1,1.點擊 APP 上面的 ID,面板語音提示需要按下面板的藍牙按鈕兩下,,,,unmapped
CCU-230808-1,CCU-230808,1,1.寧聽面板語音,面板語音說： 目前有一部智慧型手機正在請求透過藍牙與控制面板配對,,,,unmapped
CCU-230809-1,CCU-230809,1,1.檢查面板,藍牙指示燈必須閃爍得更快,,,,unmapped
CCU-230810-1,CCU-230810,1,1.查看手機,APP 出現倒數30秒,,,,unmapped
CCU-230811-1,CCU-230811,1,1.點擊面版藍牙按鈕兩下,APP 出現主頁,,,,unmapped
CCU-230812-1,CCU-230812,1,1.點選APP頁面的Done,APP進入主頁,,,,unmapped
CCU-230813-1,CCU-230813,1,1.查看手機,APP 出現控制頁面,,,,unmapped
CCU-230814-1,CCU-230814,1,1.查看手機,APP 出現控制頁面,,,,unmapped
CCU-230815-1,CCU-230815,1,1.點選面板藍牙按鈕10秒,APP 斷線,,,,unmapped
CCU-230816-1,CCU-230816,1,1.查看手機,APP 出現控制頁面,,,,unmapped
CCU-230817-1,CCU-230817,1,1.點選面板藍牙按鈕10秒,重置面板,,,,unmapped
CCU-230818-1,CCU-230818,1,1.查看手機,APP 出現控制頁面,,,,unmapped
CCU-230819-1,CCU-230819,1,1.點選面板藍牙按鈕10秒,pin密碼重置,,,,unmapped
CCU-230820-1,CCU-230820,1,1.查看手機,APP 出現控制頁面,,,,unmapped
CCU-230821-1,CCU-230821,1,1.點選面板藍牙按鈕10秒,面板上的藍牙會關閉廣播,,,,unmapped
CCU-230822-1,CCU-230822,1,1.查看手機,APP 出現控制頁面,,,,unmapped
CCU-230823-1,CCU-230823,1,1.將 APP 滑掉,APP 關閉,,,,unmapped
CCU-230824-1,CCU-230824,1,1.等待面板藍牙燈號,藍牙燈號變為白燈,,,,unmapped
CCU-230825-1,CCU-230825,1,1.點選面板藍牙按鈕10秒,重置面板,,,,unmapped
CCU-230830-1,CCU-230830,1,1.查看手機,APP 出現控制頁面,,,,unmapped
CCU-230831-1,CCU-230831,1,1.設定使用馬達的密碼,設定好馬達密碼,,,,unmapped
CCU-230832-1,CCU-230832,1,1.點選任意馬達,跳出需要輸入密碼,,,,unmapped
CCU-230833-1,CCU-230833,1,1.點選 i forgot my password,顯示提示按面板藍牙按鈕 3 秒,,,,unmapped
CCU-230833-2,CCU-230833,2,,,,,,unmapped
CCU-230834-1,CCU-230834,1,1.點擊面板藍牙按鈕 3 秒,APP 顯示請使用新密碼解鎖,,,,unmapped
CCU-230835-1,CCU-230835,1,1.使用新密碼,馬達可使用,,,,unmapped
CCU-230851-1,CCU-230851,1,1.查看手機,APP 出現控制頁面,,,,unmapped
CCU-230852-1,CCU-230852,1,1. 藍牙配對成功 將名稱改名為 年份版本（例如：2026CW06C),名稱更改成功,,,,unmapped
CCU-230853-1,CCU-230853,1,1.在藍牙模式下點擊 Disconnect 斷線,藍牙模式斷線,,,,unmapped
CCU-230854-1,CCU-230854,1,1.APP 連接模式選擇 Remote 連接,出現年份版本的名稱,,,,unmapped
CCU-230855-1,CCU-230855,1,1.點擊 Settings,進入Settings 頁面,,,,unmapped
CCU-230856-1,CCU-230856,1,1.點擊 Forget RV Panel,Remote 斷線,,,,unmapped
CCU-230869-1,CCU-230869,1,1.面板電源開啟,面板ＭＩＣ亮燈,,,,unmapped
CCU-230870-1,CCU-230870,1,1.點擊面板藍牙按鈕,面板語音輸出ＩＤ給使用者,,,,unmapped
CCU-230871-1,CCU-230871,1,1.查看ＡＰＰ,APP 上面出現廣播的 ID,,,,unmapped
CCU-230872-1,CCU-230872,1,1.點擊 APP 上面的 ID,面板語音提示需要按下面板的藍牙按鈕兩下,,,,unmapped
CCU-230873-1,CCU-230873,1,1.寧聽面板語音,面板語音說： 目前有一部智慧型手機正在請求透過藍牙與控制面板配對,,,,unmapped
CCU-230874-1,CCU-230874,1,1.檢查面板,藍牙指示燈必須閃爍得更快,,,,unmapped
CCU-230875-1,CCU-230875,1,1.查看手機,APP 出現倒數30秒,,,,unmapped
CCU-230876-1,CCU-230876,1,1.查看手機,等待30秒過時,,,,unmapped
CCU-230877-1,CCU-230877,1,1.查看手機,返回 APP 出現廣播 ID 的畫面,,,,unmapped
CCU-230836-1,CCU-230836,1,1.查看手機,APP 出現控制頁面,,,,unmapped
CCU-230837-1,CCU-230837,1,1.APP 滑掉,APP 關閉,,,,unmapped
CCU-230838-1,CCU-230838,1,1.長按面板藍牙按鈕 10 秒,Android 重置,,,,unmapped
CCU-230839-1,CCU-230839,1,1.查看手機,APP 出現控制頁面,,,,unmapped
CCU-230840-1,CCU-230840,1,1.長按面板藍牙按鈕 10 秒,iOS 斷線,,,,unmapped
CCU-230841-1,CCU-230841,1,1.查看手機,APP 出現控制頁面,,,,unmapped
CCU-230842-1,CCU-230842,1,1.長按面板藍牙按鈕 10 秒,iOS 重置,,,,unmapped
CCU-123-1,CCU-123,1,開啟 RV 控制 App (iOS 或 Android)。,1. App 應在合理時間內成功連接至 RV 系統。 2. App 主介面應正確顯示，無明顯錯誤或崩潰。 3. 應能看到 RV 系統的基本狀態 (例如連線成功圖示)。,,,,unmapped
CCU-123-2,CCU-123,2,觀察 App 是否能成功連接到 RV 系統。,1. App 應在合理時間內成功連接至 RV 系統。 2. App 主介面應正確顯示，無明顯錯誤或崩潰。 3. 應能看到 RV 系統的基本狀態 (例如連線成功圖示)。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-123-3,CCU-123,3,檢查 App 主介面是否正常載入並顯示基本控制項或狀態資訊。,1. App 應在合理時間內成功連接至 RV 系統。 2. App 主介面應正確顯示，無明顯錯誤或崩潰。 3. 應能看到 RV 系統的基本狀態 (例如連線成功圖示)。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-124-1,CCU-124,1,透過 App 導航至主燈控制項。,1. 主燈應能被 App 成功開啟和關閉。 2. App 上的燈光狀態應與實際狀態一致。 3. 操作反應應及時。,,,,unmapped
CCU-124-2,CCU-124,2,點擊「開啟」主燈。,1. 主燈應能被 App 成功開啟和關閉。 2. App 上的燈光狀態應與實際狀態一致。 3. 操作反應應及時。,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-124-3,CCU-124,3,觀察主燈實際是否亮起，及 App 狀態是否更新。,1. 主燈應能被 App 成功開啟和關閉。 2. App 上的燈光狀態應與實際狀態一致。 3. 操作反應應及時。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-124-4,CCU-124,4,點擊「關閉」主燈。,1. 主燈應能被 App 成功開啟和關閉。 2. App 上的燈光狀態應與實際狀態一致。 3. 操作反應應及時。,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-124-5,CCU-124,5,觀察主燈實際是否熄滅，及 App 狀態是否更新。,1. 主燈應能被 App 成功開啟和關閉。 2. App 上的燈光狀態應與實際狀態一致。 3. 操作反應應及時。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-135-1,CCU-135,1,透過 App 導航至延伸車架控制。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,,,,unmapped
CCU-135-2,CCU-135,2,短暫點擊 (例如1-2秒後立即停止)「展開」按鈕。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,,,,unmapped
CCU-135-3,CCU-135,3,觀察延伸車架電機是否啟動並有輕微移動。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-135-4,CCU-135,4,短暫點擊「收回」按鈕。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,,,,unmapped
CCU-135-5,CCU-135,5,觀察延伸車架電機是否反向啟動並有輕微移動。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-136-1,CCU-136,1,透過 App 導航至延伸車架控制。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,,,,unmapped
CCU-136-2,CCU-136,2,短暫點擊 (例如1-2秒後立即停止)「展開」按鈕。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,,,,unmapped
CCU-136-3,CCU-136,3,觀察延伸車架電機是否啟動並有輕微移動。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-136-4,CCU-136,4,短暫點擊「收回」按鈕。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,,,,unmapped
CCU-136-5,CCU-136,5,觀察延伸車架電機是否反向啟動並有輕微移動。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231035-1,CCU-231035,1,透過 App 導航至延伸車架控制。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,,,,unmapped
CCU-231035-2,CCU-231035,2,長壓點擊 (例如3-5秒放開 立即停止)「展開」按鈕。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231035-3,CCU-231035,3,觀察延伸車架電機是否啟動並如長壓時間移動。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231035-5,CCU-231035,5,長壓「收回」按鈕。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231035-6,CCU-231035,6,觀察延伸車架電機是否反向啟動並如長壓時間移動。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231036-1,CCU-231036,1,透過 App 導航至延伸車架控制。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231036-2,CCU-231036,2,長壓點擊 (例如3-5秒放開 立即停止)「展開」按鈕。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231036-3,CCU-231036,3,長壓點擊 (例如3-5秒放開 立即停止)「展開」按鈕。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231036-4,CCU-231036,4,長壓「收回」按鈕。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231036-5,CCU-231036,5,觀察延伸車架電機是否反向啟動並如長壓時間移動。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
